           0   0.000000
       10000   0.000000
       20000   0.000000
       30000  -0.686616
       40000  -0.000000
       50000  -4.428577
       60000  -4.064913
       70000  -6.621687
       80000  -4.373170
       90000  -6.928119
      100000  -5.063346
      110000  -5.436298
      120000  -5.679460
      130000  -0.100710
      140000  -0.009725
      150000  -1.387227
      160000  -0.001957
      170000   0.000000
      180000  -3.819517
      190000  -2.577401
      200000  -3.573657
