           0   0.000000
       10000  -0.997912
       20000  -0.922279
       30000  -0.001349
       40000  -0.000008
       50000  -0.819141
       60000   0.000000
       70000  -1.562745
       80000  -1.298903
       90000  -2.072524
      100000  -4.229271
      110000  -0.392182
      120000  -1.599658
      130000  -3.324890
      140000  -0.898638
      150000  -1.004967
      160000  -2.848270
      170000  -3.127572
      180000  -3.885005
      190000  -4.444758
      200000  -8.149515
