           0   0.000000
       10000  -0.775488
       20000  -2.219676
       30000  -1.853742
       40000  -1.957397
       50000  -1.336505
       60000  -0.033424
       70000   0.000000
       80000  -1.629684
       90000  -3.092568
      100000  -1.783406
      110000  -1.563610
      120000  -0.760251
      130000  -1.736277
      140000  -2.798818
      150000  -0.015114
      160000  -0.661222
      170000  -2.985138
      180000  -3.186427
      190000  -2.875573
      200000  -3.594433
