           0   0.000000
       10000   0.000000
       20000  -0.775788
       30000  -1.397034
       40000  -1.847241
       50000  -1.030842
       60000  -0.681064
       70000  -3.317835
       80000  -1.417099
       90000  -1.558617
      100000  -3.944109
      110000  -3.887720
      120000  -2.924788
      130000  -4.858533
      140000  -0.822194
      150000  -0.610334
      160000  -0.696981
      170000  -0.000347
      180000   0.000000
      190000   0.000000
      200000   0.000000
