           0   0.000000
       10000  -1.378970
       20000  -1.310394
       30000   0.000000
       40000   0.000000
       50000  -2.177623
       60000  -1.530888
       70000  -1.525264
       80000  -4.425568
       90000  -1.076053
      100000  -0.003132
      110000  -1.032226
      120000  -0.000000
      130000  -0.484041
      140000   0.000000
      150000   0.000000
      160000  -1.748536
      170000  -4.117946
      180000  -4.533597
      190000  -4.106020
      200000  -2.578034
