           0   0.000000
       10000   0.000000
       20000  -0.000000
       30000  -0.000016
       40000  -0.818149
       50000   0.000000
       60000  -0.975360
       70000  -2.957664
       80000  -2.398684
       90000  -3.705874
      100000   0.000000
      110000   0.000000
      120000  -4.077424
      130000  -2.231134
      140000  -2.849253
      150000  -2.123631
      160000  -3.103785
      170000  -4.379817
      180000  -6.759645
      190000  -3.039183
      200000  -2.940105
