           0   0.000000
       10000  -0.000007
       20000  -0.000000
       30000  -1.016933
       40000  -0.001982
       50000  -1.178401
       60000  -0.901281
       70000  -0.393987
       80000   0.000000
       90000  -1.470737
      100000   0.000000
      110000  -1.158103
      120000  -4.732781
      130000  -5.038964
      140000  -1.338765
      150000  -2.266198
      160000  -1.374247
      170000  -3.604404
      180000  -1.593263
      190000   0.000000
      200000  -2.123107
