           0   0.000000
       10000  -2.787405
       20000  -3.523638
       30000  -3.183378
       40000  -7.937053
       50000  -5.704775
       60000  -5.631449
       70000  -5.857876
       80000  -4.723019
       90000  -5.031862
      100000  -5.732854
      110000  -5.661066
      120000  -1.877174
      130000  -1.351401
      140000  -2.883758
      150000  -4.907917
      160000  -4.205774
      170000  -4.641456
      180000  -8.637638
      190000  -6.559590
      200000  -4.286652
